Article_Code,Article_Name,Buyer_Reference,Article_Category
SKN0002125,FSW-RX7641-NAYA BOTTOM-SWIMWEAR-SU26,RX7641,Apparel
SKN0002126,PARAGON-FLE-7002-.-WOMEN PANTS-SS26,FLE-7002,Apparel
SKN0002127,PARAGON-FLE-4002-.-WOMEN JACKET-SS26,FLE-4002,Apparel
SKN0002128,JOCKEY-DEV-4660-.-WOMEN SHORTS-SP27,DEV-4660,Apparel
SKN0002129,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002130,PARAGON-NFR-5015-.-WOMEN LEGGING-SS26,NFR-5015,Apparel
SKN0002131,JOCKEY-6416 (DEV-4620)-.-SKORT-SP27,6416 (DEV-4620),Apparel
SKN0002132,RVR-10966 EVOLUTION STRETCH FLEECE HOODIE M-.-MEN HOODIE-SS26,10966 EVOLUTION STRETCH FLEECE HOODIE M,Apparel
SKN0002133,RVR-10967 EVOLUTION STRETCH FLEECE HOODIE W-.-WOMEN JACKET-SS27,10967 EVOLUTION STRETCH FLEECE HOODIE W,Apparel
SKN0002134,RVR-11162 EVOLUTION LIGHT STRETCH FLEECE HOODIE W-.-WOMEN JACKET-SS27,11162 EVOLUTION LIGHT STRETCH FLEECE HOODIE W,Apparel
SKN0002135,RVR-11166 EVOLUTION LIGHT STRETCH FLEECE HOODIE M-.-WOMEN JACKET-SS27,11166 EVOLUTION LIGHT STRETCH FLEECE HOODIE M,Apparel
SKN0002136,RVR-14777 EAST POLO SHIRT M-.-POLO-SS27,14777 EAST POLO SHIRT M,Apparel
SKN0002137,RVR-14487 PARAGON SOFT BUILT-IN BRA TANK TOP W-.-TANK-SS27,14487 PARAGON SOFT BUILT-IN BRA TANK TOP W,Apparel
SKN0002138,PARAGON-NYS-5003-.-WOMEN LEGGING-SS26,NYS-5003,Apparel
SKN0002139,PARAGON-NFR-8001-.-SLEEP ROBE-SS26,NFR-8001,Apparel
SKN0002140,PARAGON-NFR-2006-.-TANK-SS26,NFR-2006,Apparel
SKN0002141,PARAGON-NFR-2007-.-LONG SLEEVE TOP-SS26,NFR-2007,Apparel
SKN0002142,PARAGON-CF-5001-.-WOMEN LEGGING-SS26,CF-5001,Apparel
SKN0002143,PARAGON-NFR-5019-.-WOMEN PANTS-SS26,NFR-5019,Apparel
SKN0002144,PARAGON-CPE-2001-.-SHORT SLEEVE TOP-SS26,CPE-2001,Apparel
SKN0002145,PARAGON-FLE2-4001-.-WOMEN CREW TOP-SS26,FLE2-4001,Apparel
SKN0002146,PARAGON-FLE2-7001-.-WOMEN PANTS-SS26,FLE2-7001,Apparel
SKN0002147,PARAGON-PLR-4001-.-WOMEN JACKET-SS26,PLR-4001,Apparel
SKN0002148,RVR-14811 MONTANA HALF-ZIP CABLE FLEECE W-.-WOMEN JACKET-SS27,14811 MONTANA HALF-ZIP CABLE FLEECE W,Apparel
SKN0002149,RVR-14815 MONTANA HALF-ZIP CABLE FLEECE M-.-MEN JACKET-SS27,14815 MONTANA HALF-ZIP CABLE FLEECE M,Apparel
SKN0002150,RVR-14281 PARAGON SOFT FLARE LEGGINGS W-.-WOMEN LEGGING-SS27,14281 PARAGON SOFT FLARE LEGGINGS W,Apparel
SKN0002151,RVR-14220 PARAGON SOFT FULL-ZIP JACKET W-.-WOMEN JACKET-SS27,14220 PARAGON SOFT FULL-ZIP JACKET W,Apparel
SKN0002152,RVR-14866 SUNTRIAL TECH LONG-SLEEVED UV HOODIE M-.-HOODIE-SS27,14866 SUNTRIAL TECH LONG-SLEEVED UV HOODIE M,Apparel
SKN0002153,RVR-14867 SUNTRIAL TECH LONG-SLEEVED UV HOODIE W-.-HOODIE-SS27,14867 SUNTRIAL TECH LONG-SLEEVED UV HOODIE W,Apparel
SKN0002154,BEARBOTTOM-SHO031-CASUAL SHORT-MEN SHORTS-SS27,SHO031,Apparel
SKN0002155,PARAGON-FLE-7003-.-WOMEN PANTS-SS26,FLE-7003,Apparel
SKN0002156,RVR-14181 PULSE ACTIVE T-SHIRT W-.-T-SHIRT-SS27,14181 PULSE ACTIVE T-SHIRT W,Apparel
SKN0002157,RVR-14182 PULSE ACTIVE LONG-SLEEVED T-SHIRT W-.-T-SHIRT-SS27,14182 PULSE ACTIVE LONG-SLEEVED T-SHIRT W,Apparel
SKN0002158,RVR-14221 PULSE ACTIVE LONG-SLEEVED T-SHIRT M-.-T-SHIRT-SS27,14221 PULSE ACTIVE LONG-SLEEVED T-SHIRT M,Apparel
SKN0002159,RVR-14222 PULSE ACTIVE T-SHIRT M-.-T-SHIRT-SS27,14222 PULSE ACTIVE T-SHIRT M,Apparel
SKN0002160,RVR-10905 RAPID POCKET LEGGINGS W-.-WOMEN LEGGING-SS27,10905 RAPID POCKET LEGGINGS W,Apparel
SKN0002161,RVR-14490 RAPID POCKET BIKER SHORTS W-.-WOMEN SHORTS-SS27,14490 RAPID POCKET BIKER SHORTS W,Apparel
SKN0002162,RVR-14245 RAPID PRO POCKET LEGGINGS W-.-WOMEN LEGGING-SS27,14245 RAPID PRO POCKET LEGGINGS W,Apparel
SKN0002163,RVR-14689 PARAGON SOFT WIDE FLARE LEGGINGS W-.-WOMEN LEGGING-SS27,14689 PARAGON SOFT WIDE FLARE LEGGINGS W,Apparel
SKN0002164,RVR-14223 RAPID V LONGLINE MEDIUM SPORTS BRA W-.-SPORTS BRAS-SS27,14223 RAPID V LONGLINE MEDIUM SPORTS BRA W,Apparel
SKN0002165,RVR-14224 RAPID MEDIUM SPORTS BRA W-.-SPORTS BRAS-SS27,14224 RAPID MEDIUM SPORTS BRA W,Apparel
SKN0002166,RVR-14436 AERO POCKET RUNNING LEGGINGS W-.-WOMEN LEGGING-SS27,14436 AERO POCKET RUNNING LEGGINGS W,Apparel
SKN0002167,RVR-14437 SWIFT POCKET BIKER SHORTS W-.-WOMEN SHORTS-SS27,14437 SWIFT POCKET BIKER SHORTS W,Apparel
SKN0002168,JOCKEY-004233-(DEV 3860)-SHORT SLEEVE TOP-SP27,004233,Apparel
SKN0002169,JOCKEY-004218-(DEV 3861)-MEN PANTS-SP27,004218,Apparel
SKN0002170,JOCKEY-004230-(DEV 3862)-MEN PANTS-SP27,004230,Apparel
SKN0002171,JOCKEY-004231-(DEV 3863)-MEN SHORTS-SP27,004231,Apparel
SKN0002172,JOCKEY-003971-(DEV 3925)-SHORT SLEEVE TOP-SP27,003971,Apparel
SKN0002173,JOCKEY-004128-(DEV 3932)-WOMENS DRESS-SP27,004128,Apparel
SKN0002174,JOCKEY-004998-(DEV 4246)-KNIT TOP-SP27,004998,Apparel
SKN0002175,JOCKEY-003974-(DEV 3928)-MEN SHORTS-SP27,003974,Apparel
SKN0002176,JOCKEY-004126-(DEV 3931)-WOMEN PANTS-SP27,004126,Apparel
SKN0002177,JOCKEY-003995-(DEV 3930)-JOGGER-SP27,003995,Apparel
SKN0002178,PARAGON-NFR-2009-.-TEE-2027,NFR-2009,Apparel
SKN0002179,PARAGON-NFR-2010-.-TEE-SS27,NFR-2010,Apparel
SKN0002180,PARAGON-NYS-1004-.-SPORTS BRAS-SS26,NYS-1004,Apparel
SKN0002181,PARAGON-NYS-5006-.-WOMEN PANTS-SS26,NYS-5006,Apparel
SKN0002182,RVR-14769 COVE FLEECE JACKET W-.-WOMEN JACKET-SS27,14769 COVE FLEECE JACKET W,Apparel
SKN0002183,PARAGON-NFR-HALTERBRAMI-.-SPORTS BRAS-SS26,NFR-HALTERBRAMI,Apparel
SKN0002184,PARAGON-NFR-ICONLEG-.-WOMEN LEGGING-SS26,NFR-ICONLEG,Apparel
SKN0002185,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002186,PARAGON-NFR-LSFL-.-LONG SLEEVE TOP-SS26,NFR-LSFL,Apparel
SKN0002187,PARAGON-NFR-RUCHEDBRA-.-SPORTS BRAS-SS26,NFR-RUCHEDBRA,Apparel
SKN0002188,PARAGON-NYS-LEGBB-.-WOMEN LEGGING-SS26,NYS-LEGBB,Apparel
SKN0002189,PARAGON-NYS-XBRAMI-.-SPORTS BRAS-SS26,NYS-XBRAMI,Apparel
SKN0002190,RVR-14627 SUMMIT HIKING POCKET LEGGINGS W-.-WOMEN LEGGING-SS27,14627 SUMMIT HIKING POCKET LEGGINGS W,Apparel
SKN0002191,RVR-14604 SUMMIT WIND HIKING POCKET LEGGINGS W-.-WOMEN LEGGING-SS27,14604 SUMMIT WIND HIKING POCKET LEGGINGS W,Apparel
SKN0002192,JOCKEY-005074-DEV-4593-SPORTS BRAS-SP27,005074,Apparel
SKN0002193,JOCKEY-005074-DEV-4593-SPORTS BRAS-SP27,005074,Apparel
SKN0002194,JOCKEY-006233-.-SHORT SLEEVE TOP-SP27,006233,Apparel
SKN0002195,JOCKEY-006233-DEV-4563-SHORT SLEEVE TOP-SP27,006233,Apparel
SKN0002196,JOCKEY-006234-DEV-4567-TANK-SP27,006234,Apparel
SKN0002197,JOCKEY-006337-DEV-4502-KNIT LEGGING-SP27,006337,Apparel
SKN0002198,JOCKEY-006338-DEV-4559-KNIT LEGGING-SP27,006338,Apparel
SKN0002199,JOCKEY-006414-DEV-4618-DRESS-SP27,006414,Apparel
SKN0002200,JOCKEY-006415-DEV-4619-TANK-SP27,006415,Apparel
SKN0002201,JOCKEY-006415-DEV-4619-DRESS-SP27,006415,Apparel
SKN0002202,JOCKEY-006416-(DEV-4620)-SKORT-SP27,006416,Apparel
SKN0002203,PARAGON-CF-5007-.-WOMEN LEGGING-SS26,CF-5007,Apparel
SKN0002204,RVR-14799-ULTRA LIGHT MID M-MEN JACKET-SS27,14799,Apparel
SKN0002205,RVR-14800-ULTRA LIGHT MID W-WOMEN JACKET-SS27,14800,Apparel
SKN0002206,DTE-LOUNGE WEAR PANT-.-MEN PANTS-FW27,LOUNGE WEAR PANT,Apparel
SKN0002207,RVR-14801-ULTRA LIGHT MID VEST M-MEN JACKET-SS27,14801,Apparel
SKN0002208,DTE-HALF ZIP MID LAYER TOP-MEN-.-KNIT TOP-FW27,HALF ZIP MID LAYER TOP-MEN,Apparel
SKN0002209,PARAGON-NYS-5008-.-WOMEN PANTS-SS26,NYS-5008,Apparel
SKN0002210,PARAGON-NYS-1004-.-SPORTS BRAS-SS26,NYS-1004,Apparel
SKN0002211,PARAGON-NYS-5007-.-WOMEN PANTS-SS26,NYS-5007,Apparel
SKN0002212,PARAGON-NYS-LEGBB-.-WOMEN LEGGING-SS26,NYS-LEGBB,Apparel
SKN0002213,PARAGON-NYS-XBRAMI-.-SPORTS BRAS-SS26,NYS-XBRAMI,Apparel
SKN0002214,RVR-14802-ULTRA LIGHT MID VEST W-WOMEN JACKET-SS27,14802,Apparel
SKN0002215,JOCKEY-DEV-4784-TANK-FH27,DEV-4784,Apparel
SKN0002216,DTE-DOITE MEN JACKET-.-MEN JACKET-FW27,DOITE MEN JACKET,Apparel
SKN0002217,JOCKEY-DEV-4765-GIRL SLEEPWEAR-LONG SLEEVE TOP-FH27,DEV-4765,Apparel
SKN0002218,JOCKEY-DEV-4766-SLEEPWEAR-GIRL PANTS-FH27,DEV-4766,Apparel
SKN0002219,JOCKEY-DEV-4768-SLEEPWEAR-TANK-FH27,DEV-4768,Apparel
SKN0002220,JOCKEY-DEV-4767-SLEEPWEAR-GIRL SHORTS-FH27,DEV-4767,Apparel
SKN0002221,JOCKEY-96337-DEV-4502-KNIT LEGGING-SP27,96337,Apparel
SKN0002222,JOCKEY-96338-DEV-4559-KNIT LEGGING-SP27,96338,Apparel
SKN0002223,JOCKEY-006341-DEV-4560-KNIT LEGGING-SP27,006341,Apparel
SKN0002224,PARAGON-FLE2-4002-.-CREW NECK-2027,FLE2-4002,Apparel
SKN0002225,PARAGON-FLE2-4003-.-HOODIE-SS27,FLE2-4003,Apparel
SKN0002226,PARAGON-FLE2-7004-.-SWEATER PANTS-SS27,FLE2-7004,Apparel
SKN0002227,PARAGON-FLE2-7005-.-SWEATER PANTS-SS27,FLE2-7005,Apparel
SKN0002228,PARAGON-FLE2-7003-.-JOGGER-SS27,FLE2-7003,Apparel
SKN0002229,PARAGON-FLE-7003-.-WOMEN PANTS-SS26,FLE-7003,Apparel
SKN0002230,JOCKEY-DEV-4808-HYBRID JOGGER-MEN PANTS-FH27,DEV-4808,Apparel
SKN0002231,JOCKEY-003590-DEV-4070-MEN SHORTS-SP27,003590,Apparel
SKN0002232,PARAGON-FLE2-7002-.-WOMEN PANTS-SS26,FLE2-7002,Apparel
SKN0002233,PARAGON-NFR-5018-.-WOMEN PANTS-SS26,NFR-5018,Apparel
SKN0002234,JOCKEY-DEV-4807-LONG SLEEVE TOP-LONG SLEEVE TOP-FH27,DEV-4807,Apparel
SKN0002235,PARAGON-NFR-1005-.-SPORTS BRAS-SS27,NFR-1005,Apparel
SKN0002236,PARAGON-NFR-1003-.-SPORTS BRAS-SS27,NFR-1003,Apparel
SKN0002237,PARAGON-NFR-2011-.-POLO-SS27,NFR-2011,Apparel
SKN0002238,PARAGON-NFR-4002-.-WOMEN JACKET-SS27,NFR-4002,Apparel
SKN0002239,PARAGON-NFR-5024-.-WOMEN LEGGING-SS27,NFR-5024,Apparel
SKN0002240,PARAGON-NFR-5025-.-WOMEN LEGGING-SS27,NFR-5025,Apparel
SKN0002241,PARAGON-NFR-6001-.-WOMEN SHORTS-SS27,NFR-6001,Apparel
SKN0002242,PARAGON-NFR-5027-.-WOMEN SHORTS-SS27,NFR-5027,Apparel
SKN0002243,PARAGON-MRB-2001-.-TANK-SS27,MRB-2001,Apparel
SKN0002244,PARAGON-MRB-2002-.-KNIT TOP-SS27,MRB-2002,Apparel
SKN0002245,JOCKEY-DEV-4803-EVERYDAY ESSENTIALS 5 POCKETS PANT-MEN PANTS-FH27,DEV-4803,Apparel
SKN0002246,JOCKEY-DEV-4804-EVERYDAY ESSENTIALS 5 POCKETS PANT-MEN PANTS-FH27,DEV-4804,Apparel
SKN0002247,JOCKEY-DEV-4817-EVERYDAY ESSENTIALS 5 POCKETS PANT-MEN PANTS-FH27,DEV-4817,Apparel
SKN0002248,JOCKEY-DEV-4775-HYBRID MODERN JOGGER-WOMEN PANTS-FH27,DEV-4775,Apparel
SKN0002249,PARAGON-MRB-TKBRAMI-.-SPORTS BRAS-SS26,MRB-TKBRAMI,Apparel
SKN0002250,PARAGON-NFR-ICONLEG-.-WOMEN LEGGING-SS26,NFR-ICONLEG,Apparel
SKN0002251,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002252,PARAGON-NFR-RUCHEDBRA-.-SPORTS BRAS-SS26,NFR-RUCHEDBRA,Apparel
SKN0002253,PARAGON-NYS-LEGBB-.-WOMEN LEGGING-SS26,NYS-LEGBB,Apparel
SKN0002254,PARAGON-NYS-RADIATEBRA-.-SPORTS BRAS-SS26,NYS-RADIATEBRA,Apparel
SKN0002255,PARAGON-NYS-VBRAMI-.-SPORTS BRAS-SS26,NYS-VBRAMI,Apparel
SKN0002256,PARAGON-NFR-SRTDL-.-WOMEN SHORTS-SS26,NFR-SRTDL,Apparel
SKN0002257,JOCKEY-DEV-4773-SHORT SLEEVE-WOMEN T-SHIRT-FH27,DEV-4773,Apparel
SKN0002258,PARAGON-LSD-4001-.-WOMEN JACKET-SS27,LSD-4001,Apparel
SKN0002259,PARAGON-LSD-7001-.-WOMEN PANTS-SS27,LSD-7001,Apparel
SKN0002260,JOCKEY-DEV-4796-HYBRID JOGGER-MEN PANTS-FH27,DEV-4796,Apparel
SKN0002261,JOCKEY-DEV-4774-.-WOMEN PANTS-FH27,DEV-4774,Apparel
SKN0002262,PARAGON-NFR-5015-.-WOMEN LEGGING-SS26,NFR-5015,Apparel
SKN0002263,PARAGON-CF-5005-.-WOMEN LEGGING-SS26,CF-5005,Apparel
SKN0002264,PARAGON-CF-JACKET-.-WOMEN JACKET-SS26,CF-JACKET,Apparel
SKN0002265,PARAGON-CF-LEGBB-.-WOMEN LEGGING-SS26,CF-LEGBB,Apparel
SKN0002266,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002267,JOCKEY-DEV-4834-LEGGING-KNIT LEGGING-FH27,DEV-4834,Apparel
SKN0002268,JOCKEY-DEV-4751-LOUNGEWEAR-KNIT TOP-FH27,DEV-4751,Apparel
SKN0002269,JOCKEY-DEV 4752-.-WOMEN PANTS-FH27,DEV 4752,Apparel
SKN0002270,TAGT-PSTG_STYLE 01-COLLECTION2026-SPORTS BRAS-2027,PSTG_STYLE 01,Apparel
SKN0002271,TAGT-PSTG_STYLE 02-COLLECTION2026-TANK-2027,PSTG_STYLE 02,Apparel
SKN0002272,TAGT-PSTG_STYLE 03-COLLECTION2026-DRESS-2027,PSTG_STYLE 03,Apparel
SKN0002273,TAGT-PSTG_STYLE 04-COLLECTION2026-ACTIVE LEGGING-2027,PSTG_STYLE 04,Apparel
SKN0002274,TAGT-PSTG_STYLE 05-COLLECTION2026-ACTIVE LEGGING-2027,PSTG_STYLE 05,Apparel
SKN0002275,TAGT-PSTG_STYLE 07-COLLECTION2026-KNIT TOP-2027,PSTG_STYLE 07,Apparel
SKN0002276,PARAGON-CPE-2002-.-TEE-SS27,CPE-2002,Apparel
SKN0002277,PARAGON-NYS-1005-.-SPORTS BRAS-SS27,NYS-1005,Apparel
SKN0002278,PARAGON-NYS-2004-.-TEE-SS27,NYS-2004,Apparel
SKN0002279,PARAGON-NYS-5009-.-ACTIVE-SS27,NYS-5009,Apparel
SKN0002280,RVR-14775 SUNTRAIL UV T-SHIRT M-.-MEN SHIRT-SS27,14775 SUNTRAIL UV T-SHIRT M,Apparel
SKN0002281,RVR-14778 SUNTRAIL UV T-SHIRT W-.-WOMEN SHIRT-SS27,14778 SUNTRAIL UV T-SHIRT W,Apparel
SKN0002282,RVR-14866 SUNTRAIL LONG-SLEEVED UV HOODIE M-.-HOODIE-SS27,14866 SUNTRAIL LONG-SLEEVED UV HOODIE M,Apparel
SKN0002283,RVR-14867 SUNTRAIL LONG-SLEEVED UV HOODIE W-.-HOODIE-SS27,14867 SUNTRAIL LONG-SLEEVED UV HOODIE W,Apparel
SKN0002284,DOITE-LOUNGE WEAR TOP-LOUNGE WEAR TOP-KNIT TOP-SP27,LOUNGE WEAR TOP,Apparel
SKN0002285,JOCKEY-006143-DEV-4509-HOODIE-SP27,006143,Apparel
SKN0002286,PARAGON-CF-LEGBB-.-WOMEN LEGGING-SS26,CF-LEGBB,Apparel
SKN0002287,PARAGON-NYS-XBRAMI-.-SPORTS BRAS-SS26,NYS-XBRAMI,Apparel
SKN0002288,PARAGON-NYS-SHORTBB-.-WOMEN SHORTS-SS26,NYS-SHORTBB,Apparel
SKN0002289,PARAGON-NYS-LEGBB-.-WOMEN LEGGING-SS26,NYS-LEGBB,Apparel
SKN0002290,PARAGON-NYS-1004-.-SPORTS BRAS-SS26,NYS-1004,Apparel
SKN0002291,PARAGON-CF-SQUAREVEST-.-SPORTS BRAS-SS26,CF-SQUAREVEST,Apparel
SKN0002292,PARAGON-NFR-HALTERBRAMI-.-SPORTS BRAS-SS26,NFR-HALTERBRAMI,Apparel
SKN0002293,PARAGON-NFR-RUCHEDBRA-.-SPORTS BRAS-SS26,NFR-RUCHEDBRA,Apparel
SKN0002294,PARAGON-NFR-MRSTLGBBL-.-WOMEN LEGGING-SS26,NFR-MRSTLGBBL,Apparel
SKN0002295,PARAGON-NFR-MRSTLGBBS-.-WOMEN LEGGING-SS26,NFR-MRSTLGBBS,Apparel
SKN0002296,PARAGON-NFR-ICONLEG-.-WOMEN LEGGING-SS26,NFR-ICONLEG,Apparel
SKN0002297,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002298,PARAGON-NYS-XBRAMI-.-SPORTS BRAS-SS26,NYS-XBRAMI,Apparel
SKN0002299,PARAGON-NYS-LEGBB-.-WOMEN LEGGING-SS26,NYS-LEGBB,Apparel
SKN0002300,PARAGON-NFR-SHORTBB-.-WOMEN LEGGING-SS26,NFR-SHORTBB,Apparel
SKN0002301,PARAGON-NFR-RUCHEDBRA-.-SPORTS BRAS-SS26,NFR-RUCHEDBRA,Apparel
SKN0002302,PARAGON-NFR-MRSTLGBBS-.-WOMEN LEGGING-SS26,NFR-MRSTLGBBS,Apparel
SKN0002303,PARAGON-NFR-MRSTLGBBS-.-WOMEN LEGGING-SS26,NFR-MRSTLGBBS,Apparel
SKN0002304,PARAGON-NFR-MRSTLGBBL-.-WOMEN LEGGING-SS26,NFR-MRSTLGBBL,Apparel
SKN0002305,PARAGON-NFR-5015-.-WOMEN LEGGING-SS26,NFR-5015,Apparel
SKN0002306,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS26,NFR-LEGBB,Apparel
SKN0002307,PARAGON-NFR-ICONLEG-.-WOMEN LEGGING-SS26,NFR-ICONLEG,Apparel
SKN0002308,PARAGON-NFR-HALTERBRAMI-.-SPORTS BRAS-SS26,NFR-HALTERBRAMI,Apparel
SKN0002309,PARAGON-NFR-5028-.-WOMEN LEGGING-SS27,NFR-5028,Apparel
SKN0002310,PARAGON-NFR-5029-.-WOMEN LEGGING-SS27,NFR-5029,Apparel
SKN0002311,PARAGON-NFR-8001-.-SLEEP ROBE-SS26,NFR-8001,Apparel
SKN0002312,PARAGON-NFR-6001-.-WOMEN SHORTS-SS27,NFR-6001,Apparel
SKN0002313,PARAGON-MRB-TKBRAMI-.-SPORTS BRAS-SS26,MRB-TKBRAMI,Apparel
SKN0002314,PARAGON-CPE-2001-.-SHORT SLEEVE TOP-SS26,CPE-2001,Apparel
SKN0002315,PARAGON-CF-SQUAREVEST-.-SPORTS BRAS-SS26,CF-SQUAREVEST,Apparel
SKN0002316,PARAGON-CF-LEGBB-.-WOMEN LEGGING-SS26,CF-LEGBB,Apparel
SKN0002317,PARAGON-CF-JACKET-.-WOMEN JACKET-SS26,CF-JACKET,Apparel
SKN0002318,PARAGON-CF-1001-.-SPORTS BRAS-SS26,CF-1001,Apparel
SKN0002319,RVR-14815 MONTANA HALF-ZIP CABLE FLEECE M-.-MEN JACKET-SS27,14815 MONTANA HALF-ZIP CABLE FLEECE M,Apparel
SKN0002320,RVR-14811 MONTANA HALF-ZIP CABLE FLEECE W-.-WOMEN JACKET-SS27,14811 MONTANA HALF-ZIP CABLE FLEECE W,Apparel
SKN0002321,DOITE-NORTH FACE HOODIE -KNIT TOP-SP27,NORTH FACE HOODIE,Apparel
SKN0002322,PARAGON-LSD-7002-.-WOMEN PANTS-SS27,LSD-7002,Apparel
SKN0002323,PARAGON-NFR-5009-.-WOMEN LEGGING-SS27,NFR-5009,Apparel
SKN0002324,PARAGON-NFR-5015-.-WOMEN LEGGING-SS27,NFR-5015,Apparel
SKN0002325,PARAGON-NFR-LEGBB-.-WOMEN LEGGING-SS27,NFR-LEGBB,Apparel
SKN0002326,PARAGON-NFR-MRSTLGBBL-.-WOMEN LEGGING-SS27,NFR-MRSTLGBBL,Apparel
SKN0002327,PARAGON-NFR-MRSTLGBBS-.-WOMEN LEGGING-SS27,NFR-MRSTLGBBS,Apparel
SKN0002328,PARAGON-NFR-SHORTBB-.-WOMEN LEGGING-SS27,NFR-SHORTBB,Apparel
SKN0002329,PARAGON-AL-SPORTSRT-.-WOMEN SHORTS-SS27,AL-SPORTSRT,Apparel
SKN0002330,RVR-AERO POCKET RUNNING LEGGINGS W-.-WOMEN LEGGING-AW27,AERO POCKET RUNNING LEGGINGS W,Apparel
SKN0002331,RVR-ALASKA FLEECE LINED POCKET LEGGINGS W-.-WOMEN LEGGING-AW27,ALASKA FLEECE LINED POCKET LEGGINGS W,Apparel
SKN0002332,WALMART-UPF LONG SLEEVE-.-LONG SLEEVE TOP-S2 2027,UPF LONG SLEEVE,Apparel
SKN0002333,WALMART-UPF SHORT SLEEVE-.-SHORT SLEEVE TOP-S2 2027,UPF SHORT SLEEVE,Apparel
SKN0002334,WALMART-UPF LONG SLEEVE HOODIE-.-HOODIE-S2 2027,UPF LONG SLEEVE HOODIE,Apparel
SKN0002335,JLD-GMPA19080-ELLOTT PANT WARP KNIT-MEN PANTS-SS28 SMS,GMPA19080,Apparel
SKN0002336,JLD-GMJS18927-TOUR TECH HYRBID MID LAYER-MEN JACKET-SS28 SMS,GMJS18927,Apparel
SKN0002337,JLD-GMJS18928-TOUR TECH HYRBID VEST-MEN VESTS-SS28 SMS,GMJS18928,Apparel
SKN0002338,JOCKEY-96337-DEV-4502-KNIT LEGGING-SP27,96337,Apparel
SKN0002339,JOCKEY-96338-DEV-4559-KNIT LEGGING-SP27,96338,Apparel
SKN0002340,JOCKEY-96341-DEV-4560-KNIT LEGGING-SP27,96341,Apparel
SKN0002341,JLD-PS-J.L-STYLE-01-WOMEN POLO KNIT-POLO-SS28 SMS,PS-J.L-STYLE-01,Apparel
SKN0002342,JLD-PS-J.L-STYLE-08-MEN T-SHIRT-POLO-SS28 SMS,PS-J.L-STYLE-08,Apparel
SKN0002343,JLD-PS-J.L-STYLE-12-MEN POLO-MEN SHIRT-SS28 SMS,PS-J.L-STYLE-12,Apparel
SKN0002344,JLD-PS-J.L-STYLE-13-MEN POLO-MEN SHIRT-SS28 SMS,PS-J.L-STYLE-13,Apparel
SWN0000001,BDG-KFSWPKN-S200 LN-FANCY BIRDDOGS SHORTS-UNLINED-FW25,KFSWPKN-S200 LN,Apparel
SWV0000001,MNP-MPT0001130-DRI OUTSIDER VAPOR JOGGER,MPT0001130,Apparel
SWV0000002,MNP-MWS0006500-WALKSHORTS,MWS0006500,Apparel
SWV0000003,MNP-MWS0006510-WALKSHORTS,MWS0006510,Apparel
SWV0000004,ONL-1500014-WOMEN JACKET,1500014,Apparel
SWV0000005,ONL-1500044-WOMEN JACKET,1500044,Apparel
SWV0000006,ONL-2500008-MEN JACKET,2500008,Apparel
SWV0000007,ONL-2500017-MEN JACKET,2500017,Apparel
SWV0000008,ONL-1500013-WOMEN JACKET,1500013,Apparel
SWV0000009,ONL-1500018-WOMEN JACKET,1500018,Apparel
SWV0000010,ONL-1500021-WOMEN JACKET,1500021,Apparel
SWV0000011,ONL-1500030-WOMEN JACKET,1500030,Apparel
SWV0000012,ONL-1500035-WOMEN COVERALLS,1500035,Apparel
SWV0000013,ONL-2500010-MEN JACKET,2500010,Apparel
SWV0000014,ONL-2500043-MEN JACKET,2500043,Apparel
SWV0000015,ONL-2550017-MEN PANTS,2550017,Apparel
SWV0000016,ONL-3500013-GIRL COVERALLS,3500013,Apparel
SWV0000017,ONL-3550006-GIRL PANTS,3550006,Apparel
SWV0000018,ONL-4500004-BOY JACKET,4500004,Apparel
SWV0000019,ONL-4550003-BOY PANTS,4550003,Apparel
SWV0000020,ONL-2500012-MEN JACKET,2500012,Apparel
SWV0000021,ONL-1500009-WOMEN JACKET,1500009,Apparel
SWV0000022,ONL-2500009-MEN JACKET,2500009,Apparel
SWV0000023,ONL-2500011-MEN JACKET,2500011,Apparel
SWV0000024,ONL-3500003-GIRL JACKET,3500003,Apparel
SWV0000025,ONL-4500002-BOY JACKET,4500002,Apparel
SWV0000026,ONL-4500005-BOY JACKET,4500005,Apparel
SWV0000027,ONL-2500018-MEN JACKET,2500018,Apparel
SWV0000028,REI-5100132A-SKI PANTS,5100132A,Apparel
SWV0000029,REI-5100140A-SKI JACKET,5100140A,Apparel
SWV0000030,REI-5100140B-SKI JACKET,5100140B,Apparel
SWV0000031,REI-5100140M-SKI JACKET,5100140M,Apparel
SWV0000032,REI-5100143A-SKI PANTS,5100143A,Apparel
SWV0000033,REI-5100228M-SKI JACKET,5100228M,Apparel
SWV0000034,RON-111027 INSULATE PANTS 30-WOMEN PANTS,111027 INSULATE PANTS 30,Apparel
